SC/VSC stints,red_flags,weather,year,round,circuitId,driverId,constructorId,grid,position,rank,driver_nationality,constructor_nationality,circuit_country
4,No,Dry,2007,6,7,9,2,top-ten,DNF,top-ten,Polish,German,Canada
1,No,Dry,2008,7,7,9,2,top-three,winner,top-five,Polish,German,Canada
2,No,Dry,2014,7,7,16,2,last positions,top-fifteen,last positions,German,Swiss,Canada
0,No,Dry,2010,8,7,155,2,last positions,DNF,no laptime set,Japanese,Swiss,Canada
5,Yes,Varied,2011,7,7,155,2,top-fifteen,top-ten,top-ten,Japanese,Swiss,Canada
0,No,Dry,2012,7,7,155,2,top-fifteen,top-ten,top-fifteen,Japanese,Swiss,Canada
0,No,Dry,2013,7,7,807,2,top-ten,DNF,last positions,German,Swiss,Canada
0,No,Dry,2010,8,7,37,2,last positions,DNF,last positions,Spanish,Swiss,Canada
5,Yes,Varied,2011,7,7,37,2,last positions,top-fifteen,top-fifteen,Spanish,Swiss,Canada
0,No,Dry,2012,7,7,815,2,top-fifteen,podium,top-three,Mexican,Swiss,Canada
0,No,Dry,2013,7,7,821,2,top-fifteen,last positions,last positions,Mexican,Swiss,Canada
2,No,Dry,2014,7,7,821,2,last positions,top-fifteen,last positions,Mexican,Swiss,Canada
1,No,Dry,2015,7,7,828,2,top-fifteen,top-fifteen,top-fifteen,Swedish,Swiss,Canada
1,No,Dry,2016,7,7,828,2,last positions,top-fifteen,last positions,Swedish,Swiss,Canada
2,No,Dry,2017,7,7,828,2,last positions,top-fifteen,last positions,Swedish,Swiss,Canada
1,No,Dry,2018,7,7,828,2,last positions,top-fifteen,last positions,Swedish,Swiss,Canada
1,No,Dry,2015,7,7,831,2,top-fifteen,last positions,last positions,Brazilian,Swiss,Canada
1,No,Dry,2016,7,7,831,2,last positions,last positions,last positions,Brazilian,Swiss,Canada
2,No,Dry,2017,7,7,836,2,last positions,top-fifteen,last positions,German,Swiss,Canada
1,No,Dry,2018,7,7,844,2,top-fifteen,top-ten,top-ten,Monegasque,Swiss,Canada
1,No,Dry,2008,7,7,21,12,last positions,DNF,last positions,Italian,Indian,Canada
0,No,Dry,2010,8,7,24,12,top-five,top-ten,top-fifteen,Italian,Indian,Canada
1,No,Dry,2008,7,7,16,12,last positions,DNF,last positions,German,Indian,Canada
0,No,Dry,2010,8,7,16,12,top-ten,top-ten,top-fifteen,German,Indian,Canada
5,Yes,Varied,2011,7,7,16,12,top-fifteen,DNF,last positions,German,Indian,Canada
0,No,Dry,2013,7,7,16,12,top-ten,top-ten,top-ten,German,Indian,Canada
0,No,Dry,2012,7,7,807,12,top-fifteen,top-fifteen,top-ten,German,Indian,Canada
2,No,Dry,2014,7,7,807,12,top-fifteen,top-five,top-ten,German,Indian,Canada
1,No,Dry,2015,7,7,807,12,top-ten,top-ten,top-ten,German,Indian,Canada
1,No,Dry,2016,7,7,807,12,top-ten,top-ten,top-ten,German,Indian,Canada
5,Yes,Varied,2011,7,7,814,12,top-fifteen,last positions,top-ten,British,Indian,Canada
0,No,Dry,2012,7,7,814,12,top-ten,top-fifteen,top-ten,British,Indian,Canada
0,No,Dry,2013,7,7,814,12,last positions,top-ten,top-fifteen,British,Indian,Canada
2,No,Dry,2014,7,7,815,12,top-fifteen,top-fifteen,top-fifteen,Mexican,Indian,Canada
1,No,Dry,2015,7,7,815,12,top-ten,top-fifteen,top-fifteen,Mexican,Indian,Canada
1,No,Dry,2016,7,7,815,12,top-fifteen,top-ten,top-ten,Mexican,Indian,Canada
2,No,Dry,2017,7,7,815,12,top-ten,top-five,top-fifteen,Mexican,Indian,Canada
1,No,Dry,2018,7,7,815,12,top-ten,top-fifteen,top-ten,Mexican,Indian,Canada
2,No,Dry,2017,7,7,839,12,top-ten,top-ten,top-ten,French,Indian,Canada
1,No,Dry,2018,7,7,839,12,top-ten,top-ten,top-fifteen,French,Indian,Canada
2,No,Dry,2014,7,7,13,3,top-five,top-fifteen,fastest lap,Brazilian,British,Canada
1,No,Dry,2015,7,7,13,3,top-fifteen,top-ten,top-five,Brazilian,British,Canada
1,No,Dry,2016,7,7,13,3,top-ten,DNF,top-fifteen,Brazilian,British,Canada
2,No,Dry,2017,7,7,13,3,top-ten,DNF,top-three,Brazilian,British,Canada
4,No,Dry,2007,6,7,3,3,top-ten,top-ten,top-ten,German,British,Canada
1,No,Dry,2008,7,7,3,3,top-five,top-ten,top-five,German,British,Canada
0,No,Dry,2010,8,7,22,3,top-fifteen,top-fifteen,top-ten,Brazilian,British,Canada
5,Yes,Varied,2011,7,7,22,3,last positions,top-ten,top-fifteen,Brazilian,British,Canada
4,No,Dry,2007,6,7,25,3,last positions,podium,top-fifteen,Austrian,British,Canada
0,No,Dry,2019,7,7,9,3,last positions,last positions,last positions,Polish,British,Canada
1,No,Dry,2008,7,7,6,3,top-fifteen,DNF,top-fifteen,Japanese,British,Canada
0,No,Dry,2010,8,7,807,3,top-fifteen,top-fifteen,top-ten,German,British,Canada
0,No,Dry,2012,7,7,811,3,last positions,last positions,top-fifteen,Brazilian,British,Canada
5,Yes,Varied,2011,7,7,813,3,top-fifteen,DNF,last positions,Venezuelan,British,Canada
0,No,Dry,2012,7,7,813,3,last positions,top-fifteen,top-fifteen,Venezuelan,British,Canada
0,No,Dry,2013,7,7,813,3,top-fifteen,last positions,top-fifteen,Venezuelan,British,Canada
0,No,Dry,2013,7,7,822,3,top-three,top-fifteen,top-fifteen,Finnish,British,Canada
2,No,Dry,2014,7,7,822,3,top-five,top-ten,top-fifteen,Finnish,British,Canada
1,No,Dry,2015,7,7,822,3,top-five,podium,top-ten,Finnish,British,Canada
1,No,Dry,2016,7,7,822,3,top-ten,podium,top-ten,Finnish,British,Canada
2,No,Dry,2017,7,7,840,3,last positions,top-ten,top-ten,Canadian,British,Canada
1,No,Dry,2018,7,7,840,3,last positions,DNF,top-three,Canadian,British,Canada
1,No,Dry,2018,7,7,845,3,last positions,last positions,last positions,Russian,British,Canada
0,No,Dry,2019,7,7,847,3,last positions,last positions,last positions,British,British,Canada
4,No,Dry,2007,6,7,23,7,last positions,top-ten,top-ten,German,Japanese,Canada
4,No,Dry,2007,6,7,15,7,top-ten,DNF,last positions,Italian,Japanese,Canada
1,No,Dry,2008,7,7,15,7,top-fifteen,top-ten,top-fifteen,Italian,Japanese,Canada
1,No,Dry,2008,7,7,10,7,top-fifteen,top-five,last positions,German,Japanese,Canada
0,No,Dry,2010,8,7,15,205,last positions,DNF,last positions,Italian,Malaysian,Canada
5,Yes,Varied,2011,7,7,15,205,last positions,last positions,top-fifteen,Italian,Malaysian,Canada
0,No,Dry,2010,8,7,5,205,last positions,last positions,last positions,Finnish,Malaysian,Canada
5,Yes,Varied,2011,7,7,5,205,last positions,DNF,last positions,Finnish,Malaysian,Canada
0,No,Dry,2012,7,7,5,205,last positions,last positions,last positions,Finnish,Malaysian,Canada
2,No,Dry,2014,7,7,155,205,last positions,DNF,last positions,Japanese,Malaysian,Canada
0,No,Dry,2012,7,7,808,205,last positions,last positions,last positions,Russian,Malaysian,Canada
0,No,Dry,2013,7,7,819,205,last positions,last positions,last positions,French,Malaysian,Canada
0,No,Dry,2013,7,7,823,205,last positions,DNF,last positions,Dutch,Malaysian,Canada
2,No,Dry,2014,7,7,828,205,last positions,DNF,last positions,Swedish,Malaysian,Canada
4,No,Dry,2007,6,7,22,11,top-fifteen,top-fifteen,top-fifteen,Brazilian,Japanese,Canada
1,No,Dry,2008,7,7,22,11,top-ten,top-ten,top-ten,Brazilian,Japanese,Canada
4,No,Dry,2007,6,7,18,11,top-fifteen,DNF,no laptime set,British,Japanese,Canada
1,No,Dry,2008,7,7,18,11,last positions,top-fifteen,last positions,British,Japanese,Canada
4,No,Dry,2007,6,7,11,8,top-fifteen,top-ten,top-fifteen,Japanese,Japanese,Canada
4,No,Dry,2007,6,7,19,8,last positions,top-fifteen,top-fifteen,British,Japanese,Canada
4,No,Dry,2007,6,7,17,9,top-ten,top-ten,top-ten,Australian,Austrian,Canada
1,No,Dry,2008,7,7,17,9,top-ten,top-fifteen,top-ten,Australian,Austrian,Canada
0,No,Dry,2010,8,7,17,9,top-ten,top-five,top-five,Australian,Austrian,Canada
5,Yes,Varied,2011,7,7,17,9,top-five,podium,top-ten,Australian,Austrian,Canada
0,No,Dry,2012,7,7,17,9,top-five,top-ten,top-ten,Australian,Austrian,Canada
0,No,Dry,2013,7,7,17,9,top-five,top-five,fastest lap,Australian,Austrian,Canada
4,No,Dry,2007,6,7,14,9,top-fifteen,DNF,last positions,British,Austrian,Canada
1,No,Dry,2008,7,7,14,9,top-fifteen,podium,top-ten,British,Austrian,Canada
0,No,Dry,2010,8,7,20,9,top-three,top-five,top-ten,German,Austrian,Canada
5,Yes,Varied,2011,7,7,20,9,pole,podium,top-three,German,Austrian,Canada
0,No,Dry,2012,7,7,20,9,pole,top-five,fastest lap,German,Austrian,Canada
0,No,Dry,2013,7,7,20,9,pole,winner,top-five,German,Austrian,Canada
2,No,Dry,2014,7,7,20,9,top-three,podium,top-ten,German,Austrian,Canada
2,No,Dry,2014,7,7,817,9,top-ten,winner,top-five,Australian,Austrian,Canada
1,No,Dry,2015,7,7,817,9,top-ten,top-fifteen,last positions,Australian,Austrian,Canada
1,No,Dry,2016,7,7,817,9,top-five,top-ten,top-five,Australian,Austrian,Canada
2,No,Dry,2017,7,7,817,9,top-ten,podium,top-ten,Australian,Austrian,Canada
1,No,Dry,2018,7,7,817,9,top-ten,top-five,top-five,Australian,Austrian,Canada
1,No,Dry,2015,7,7,826,9,top-ten,top-ten,top-ten,Russian,Austrian,Canada
1,No,Dry,2016,7,7,830,9,top-five,top-five,top-five,Dutch,Austrian,Canada
2,No,Dry,2017,7,7,830,9,top-five,DNF,last positions,Dutch,Austrian,Canada
1,No,Dry,2018,7,7,830,9,top-three,podium,fastest lap,Dutch,Austrian,Canada
0,No,Dry,2019,7,7,830,9,top-ten,top-five,top-three,Dutch,Austrian,Canada
0,No,Dry,2019,7,7,842,9,top-five,top-ten,top-ten,French,Austrian,Canada
4,No,Dry,2007,6,7,24,5,top-fifteen,DNF,last positions,Italian,Italian,Canada
4,No,Dry,2007,6,7,26,5,last positions,DNF,last positions,American,Italian,Canada
1,No,Dry,2008,7,7,20,5,last positions,top-ten,top-fifteen,German,Italian,Canada
1,No,Dry,2008,7,7,7,5,last positions,top-fifteen,top-fifteen,French,Italian,Canada
0,No,Dry,2010,8,7,67,5,top-fifteen,top-ten,top-fifteen,Swiss,Italian,Canada
5,Yes,Varied,2011,7,7,67,5,top-fifteen,top-ten,top-ten,Swiss,Italian,Canada
0,No,Dry,2010,8,7,153,5,last positions,top-fifteen,last positions,Spanish,Italian,Canada
5,Yes,Varied,2011,7,7,153,5,last positions,top-ten,top-fifteen,Spanish,Italian,Canada
0,No,Dry,2012,7,7,817,5,top-fifteen,top-fifteen,top-five,Australian,Italian,Canada
0,No,Dry,2013,7,7,817,5,top-fifteen,top-fifteen,last positions,Australian,Italian,Canada
0,No,Dry,2012,7,7,818,5,last positions,top-fifteen,last positions,French,Italian,Canada
0,No,Dry,2013,7,7,818,5,top-ten,top-ten,top-fifteen,French,Italian,Canada
2,No,Dry,2014,7,7,818,5,top-ten,top-ten,top-fifteen,French,Italian,Canada
2,No,Dry,2014,7,7,826,5,top-fifteen,DNF,top-fifteen,Russian,Italian,Canada
1,No,Dry,2016,7,7,826,5,top-fifteen,top-fifteen,top-fifteen,Russian,Italian,Canada
2,No,Dry,2017,7,7,826,5,top-fifteen,DNF,top-fifteen,Russian,Italian,Canada
0,No,Dry,2019,7,7,826,5,top-ten,top-ten,top-fifteen,Russian,Italian,Canada
1,No,Dry,2015,7,7,832,5,top-fifteen,top-fifteen,top-fifteen,Spanish,Italian,Canada
1,No,Dry,2016,7,7,832,5,last positions,top-ten,top-ten,Spanish,Italian,Canada
2,No,Dry,2017,7,7,832,5,top-fifteen,DNF,top-three,Spanish,Italian,Canada
1,No,Dry,2015,7,7,830,5,last positions,top-fifteen,top-fifteen,Dutch,Italian,Canada
1,No,Dry,2018,7,7,842,5,last positions,top-fifteen,top-fifteen,French,Italian,Canada
1,No,Dry,2018,7,7,843,5,top-fifteen,DNF,top-three,New Zealander,Italian,Canada
0,No,Dry,2019,7,7,848,5,top-fifteen,DNF,last positions,Thai,Italian,Canada
5,Yes,Varied,2011,7,7,24,164,last positions,top-fifteen,last positions,Italian,Spanish,Canada
0,No,Dry,2012,7,7,37,164,last positions,DNF,last positions,Spanish,Spanish,Canada
0,No,Dry,2010,8,7,811,164,last positions,DNF,last positions,Brazilian,Spanish,Canada
0,No,Dry,2010,8,7,812,164,last positions,last positions,last positions,Indian,Spanish,Canada
5,Yes,Varied,2011,7,7,39,164,last positions,top-fifteen,last positions,Indian,Spanish,Canada
0,No,Dry,2012,7,7,39,164,last positions,DNF,last positions,Indian,Spanish,Canada
4,No,Dry,2007,6,7,16,12,last positions,DNF,last positions,German,Dutch,Canada
4,No,Dry,2007,6,7,27,12,last positions,DNF,last positions,Dutch,Dutch,Canada
0,No,Dry,2010,8,7,10,166,last positions,DNF,last positions,German,British,Canada
5,Yes,Varied,2011,7,7,10,166,last positions,last positions,last positions,German,British,Canada
0,No,Dry,2010,8,7,810,166,last positions,last positions,last positions,Brazilian,British,Canada
5,Yes,Varied,2011,7,7,816,166,last positions,top-fifteen,top-fifteen,Belgian,British,Canada
0,No,Dry,2012,7,7,10,166,last positions,last positions,last positions,German,Russian,Canada
0,No,Dry,2012,7,7,819,166,last positions,last positions,last positions,French,Russian,Canada
0,No,Dry,2013,7,7,824,166,last positions,last positions,last positions,French,Russian,Canada
2,No,Dry,2014,7,7,824,166,last positions,DNF,top-three,French,Russian,Canada
0,No,Dry,2013,7,7,820,166,last positions,last positions,last positions,British,Russian,Canada
2,No,Dry,2014,7,7,820,166,last positions,DNF,top-three,British,Russian,Canada
1,No,Dry,2016,7,7,154,210,top-fifteen,top-fifteen,top-fifteen,French,American,Canada
2,No,Dry,2017,7,7,154,210,top-fifteen,top-ten,top-fifteen,French,American,Canada
1,No,Dry,2018,7,7,154,210,last positions,top-fifteen,top-ten,French,American,Canada
0,No,Dry,2019,7,7,154,210,top-fifteen,top-fifteen,top-fifteen,French,American,Canada
1,No,Dry,2016,7,7,821,210,top-fifteen,top-fifteen,top-fifteen,Mexican,American,Canada
2,No,Dry,2017,7,7,825,210,last positions,top-fifteen,top-ten,Danish,American,Canada
1,No,Dry,2018,7,7,825,210,top-fifteen,top-fifteen,top-ten,Danish,American,Canada
0,No,Dry,2019,7,7,825,210,pitlane-start,last positions,last positions,Danish,American,Canada
0,No,Dry,2019,7,7,815,12,top-fifteen,top-fifteen,top-fifteen,Mexican,British,Canada
0,No,Dry,2019,7,7,840,12,last positions,top-ten,top-ten,Canadian,British,Canada
1,No,Dry,2015,7,7,829,166,last positions,last positions,last positions,British,British,Canada
1,No,Dry,2015,7,7,833,166,last positions,DNF,last positions,Spanish,British,Canada
1,No,Dry,2016,7,7,836,166,last positions,last positions,last positions,German,British,Canada
1,No,Dry,2016,7,7,837,166,last positions,last positions,last positions,Indonesian,British,Canada
0,No,Dry,2007,7,19,8,6,top-five,top-five,fastest lap,Finnish,Italian,USA
0,No,Dry,2007,7,19,13,6,top-three,podium,top-five,Brazilian,Italian,USA
0,No,Dry,2007,7,19,4,1,top-three,podium,top-three,Spanish,British,USA
0,No,Dry,2007,7,19,1,1,pole,winner,top-three,British,British,USA
0,No,Dry,2007,7,19,21,4,top-ten,top-ten,top-ten,Italian,French,USA
0,No,Dry,2007,7,19,5,4,top-ten,top-five,top-ten,Finnish,French,USA
0,No,Dry,2007,7,19,2,2,top-five,DNF,top-five,German,German,USA
0,No,Dry,2007,7,19,20,2,top-ten,top-ten,top-ten,German,German,USA
0,No,Dry,2007,7,19,3,3,top-fifteen,last positions,top-fifteen,German,British,USA
0,No,Dry,2007,7,19,25,3,last positions,top-ten,top-fifteen,Austrian,British,USA
0,No,Dry,2007,7,19,23,7,top-fifteen,DNF,no laptime set,German,Japanese,USA
0,No,Dry,2007,7,19,15,7,top-ten,top-ten,top-ten,Italian,Japanese,USA
0,No,Dry,2007,7,19,22,11,top-fifteen,DNF,no laptime set,Brazilian,Japanese,USA
0,No,Dry,2007,7,19,18,11,top-fifteen,top-fifteen,top-fifteen,British,Japanese,USA
0,No,Dry,2007,7,19,11,8,last positions,DNF,last positions,Japanese,Japanese,USA
0,No,Dry,2007,7,19,19,8,last positions,top-fifteen,top-fifteen,British,Japanese,USA
0,No,Dry,2007,7,19,17,9,top-ten,top-ten,top-ten,Australian,Austrian,USA
0,No,Dry,2007,7,19,14,9,top-fifteen,DNF,no laptime set,British,Austrian,USA
0,No,Dry,2007,7,19,24,5,last positions,last positions,last positions,Italian,Italian,USA
0,No,Dry,2007,7,19,26,5,last positions,top-fifteen,last positions,American,Italian,USA
0,No,Dry,2007,7,19,16,12,last positions,top-fifteen,top-fifteen,German,Dutch,USA
0,No,Dry,2007,7,19,27,12,last positions,top-fifteen,last positions,Dutch,Dutch,USA
0,No,Dry,2007,8,8,8,6,top-three,winner,top-three,Finnish,Italian,France
0,No,Dry,2008,8,8,8,6,pole,podium,fastest lap,Finnish,Italian,France
0,No,Dry,2007,8,8,13,6,pole,podium,fastest lap,Brazilian,Italian,France
0,No,Dry,2008,8,8,13,6,top-three,winner,top-three,Brazilian,Italian,France
0,No,Dry,2007,8,8,4,1,top-ten,top-ten,top-three,Spanish,British,France
0,No,Dry,2007,8,8,1,1,top-three,podium,top-five,British,British,France
0,No,Dry,2008,8,8,1,1,top-fifteen,top-ten,top-five,British,British,France
0,No,Dry,2008,8,8,5,1,top-ten,top-five,top-three,Finnish,British,France
0,No,Dry,2008,8,8,4,4,top-three,top-ten,top-ten,Spanish,French,France
0,No,Dry,2007,8,8,21,4,top-five,top-ten,top-five,Italian,French,France
0,No,Dry,2007,8,8,5,4,top-ten,top-fifteen,top-fifteen,Finnish,French,France
0,No,Dry,2008,8,8,12,4,top-ten,top-ten,top-ten,Brazilian,French,France
0,No,Dry,2007,8,8,2,2,top-ten,top-five,top-ten,German,German,France
0,No,Dry,2008,8,8,2,2,top-fifteen,top-fifteen,top-ten,German,German,France
0,No,Dry,2007,8,8,9,2,top-five,top-five,top-ten,Polish,German,France
0,No,Dry,2008,8,8,9,2,top-five,top-five,top-five,Polish,German,France
0,No,Dry,2008,8,8,21,12,last positions,last positions,last positions,Italian,Indian,France
0,No,Dry,2008,8,8,16,12,last positions,last positions,last positions,German,Indian,France
0,No,Dry,2007,8,8,3,3,top-ten,top-ten,top-ten,German,British,France
0,No,Dry,2008,8,8,3,3,last positions,last positions,last positions,German,British,France
0,No,Dry,2007,8,8,25,3,last positions,top-fifteen,top-fifteen,Austrian,British,France
0,No,Dry,2008,8,8,6,3,top-fifteen,top-fifteen,top-fifteen,Japanese,British,France
0,No,Dry,2007,8,8,23,7,top-fifteen,top-ten,top-ten,German,Japanese,France
0,No,Dry,2007,8,8,15,7,top-ten,DNF,no laptime set,Italian,Japanese,France
0,No,Dry,2008,8,8,15,7,top-five,podium,top-ten,Italian,Japanese,France
0,No,Dry,2008,8,8,10,7,top-ten,top-fifteen,top-fifteen,German,Japanese,France
0,No,Dry,2007,8,8,22,11,top-fifteen,top-fifteen,top-fifteen,Brazilian,Japanese,France
0,No,Dry,2008,8,8,22,11,last positions,top-fifteen,top-fifteen,Brazilian,Japanese,France
0,No,Dry,2007,8,8,18,11,top-fifteen,top-ten,top-ten,British,Japanese,France
0,No,Dry,2008,8,8,18,11,last positions,DNF,last positions,British,Japanese,France
0,No,Dry,2007,8,8,11,8,last positions,last positions,last positions,Japanese,Japanese,France
0,No,Dry,2007,8,8,19,8,last positions,DNF,no laptime set,British,Japanese,France
0,No,Dry,2007,8,8,17,9,top-fifteen,top-fifteen,top-fifteen,Australian,Austrian,France
0,No,Dry,2008,8,8,17,9,top-ten,top-ten,top-ten,Australian,Austrian,France
0,No,Dry,2007,8,8,14,9,last positions,top-fifteen,top-fifteen,British,Austrian,France
0,No,Dry,2008,8,8,14,9,top-ten,top-ten,top-fifteen,British,Austrian,France
0,No,Dry,2007,8,8,24,5,last positions,DNF,no laptime set,Italian,Italian,France
0,No,Dry,2007,8,8,26,5,top-fifteen,DNF,last positions,American,Italian,France
0,No,Dry,2008,8,8,20,5,top-fifteen,top-fifteen,top-fifteen,German,Italian,France
0,No,Dry,2008,8,8,7,5,top-fifteen,last positions,last positions,French,Italian,France
0,No,Dry,2007,8,8,16,12,last positions,last positions,last positions,German,Dutch,France
0,No,Dry,2007,8,8,27,12,last positions,DNF,last positions,Dutch,Dutch,France
0,No,Dry,2007,9,9,8,6,top-three,winner,fastest lap,Finnish,Italian,UK
0,No,Wet,2008,9,9,8,6,top-three,top-five,fastest lap,Finnish,Italian,UK
0,No,Dry,2009,8,9,8,6,top-ten,top-ten,top-ten,Finnish,Italian,UK
1,Yes,Dry,2014,9,9,8,6,last positions,DNF,top-three,Finnish,Italian,UK
2,No,Varied,2015,9,9,8,6,top-five,top-ten,top-five,Finnish,Italian,UK
2,No,Varied,2016,10,9,8,6,top-five,top-five,top-ten,Finnish,Italian,UK
1,No,Dry,2017,10,9,8,6,top-three,podium,top-five,Finnish,Italian,UK
1,No,Dry,2018,10,9,8,6,top-three,podium,top-three,Finnish,Italian,UK
1,No,Dry,2010,10,9,4,6,top-three,top-fifteen,fastest lap,Spanish,Italian,UK
0,No,Varied,2011,9,9,4,6,top-three,winner,fastest lap,Spanish,Italian,UK
0,No,Dry,2012,9,9,4,6,pole,podium,top-ten,Spanish,Italian,UK
2,No,Dry,2013,8,9,4,6,top-ten,podium,top-three,Spanish,Italian,UK
1,Yes,Dry,2014,9,9,4,6,last positions,top-ten,top-ten,Spanish,Italian,UK
0,No,Dry,2007,9,9,13,6,top-five,top-five,top-three,Brazilian,Italian,UK
0,No,Wet,2008,9,9,13,6,top-ten,top-fifteen,top-ten,Brazilian,Italian,UK
0,No,Dry,2009,8,9,13,6,top-fifteen,top-five,top-ten,Brazilian,Italian,UK
1,No,Dry,2010,10,9,13,6,top-ten,top-fifteen,top-three,Brazilian,Italian,UK
0,No,Varied,2011,9,9,13,6,top-five,top-five,top-three,Brazilian,Italian,UK
0,No,Dry,2012,9,9,13,6,top-five,top-five,top-five,Brazilian,Italian,UK
2,No,Dry,2013,8,9,13,6,top-fifteen,top-ten,top-ten,Brazilian,Italian,UK
2,No,Varied,2015,9,9,20,6,top-ten,podium,top-ten,German,Italian,UK
2,No,Varied,2016,10,9,20,6,top-fifteen,top-ten,top-ten,German,Italian,UK
1,No,Dry,2017,10,9,20,6,top-three,top-ten,top-five,German,Italian,UK
1,No,Dry,2018,10,9,20,6,top-three,winner,fastest lap,German,Italian,UK
1,No,Dry,2019,10,9,20,6,top-ten,last positions,top-three,German,Italian,UK
2,No,Dry,2020,4,9,20,6,top-ten,top-ten,top-fifteen,German,Italian,UK
0,No,Dry,2020,5,9,20,6,top-fifteen,top-fifteen,top-fifteen,German,Italian,UK
1,No,Dry,2019,10,9,844,6,top-three,podium,top-five,Monegasque,Italian,UK
2,No,Dry,2020,4,9,844,6,top-five,podium,top-ten,Monegasque,Italian,UK
0,No,Dry,2020,5,9,844,6,top-ten,top-five,top-ten,Monegasque,Italian,UK
0,No,Dry,2012,9,9,8,4,top-ten,top-five,fastest lap,Finnish,British,UK
2,No,Dry,2013,8,9,8,4,top-ten,top-five,top-ten,Finnish,British,UK
0,No,Dry,2012,9,9,154,4,top-ten,top-ten,top-three,French,British,UK
2,No,Dry,2013,8,9,154,4,top-ten,last positions,top-ten,French,British,UK
1,Yes,Dry,2014,9,9,154,4,top-fifteen,top-fifteen,top-fifteen,French,British,UK
2,No,Varied,2015,9,9,154,4,top-fifteen,DNF,top-three,French,British,UK
1,Yes,Dry,2014,9,9,813,4,last positions,last positions,last positions,Venezuelan,British,UK
2,No,Varied,2015,9,9,813,4,top-fifteen,DNF,top-three,Venezuelan,British,UK
1,No,Dry,2019,10,9,8,2,top-fifteen,top-ten,top-fifteen,Finnish,Swiss,UK
2,No,Dry,2020,4,9,8,2,last positions,last positions,top-fifteen,Finnish,Swiss,UK
0,No,Dry,2020,5,9,8,2,last positions,top-fifteen,last positions,Finnish,Swiss,UK
1,No,Dry,2019,10,9,841,2,top-fifteen,DNF,last positions,Italian,Swiss,UK
2,No,Dry,2020,4,9,841,2,top-fifteen,top-fifteen,last positions,Italian,Swiss,UK
0,No,Dry,2020,5,9,841,2,last positions,last positions,last positions,Italian,Swiss,UK
0,No,Dry,2007,9,9,4,1,top-three,podium,top-three,Spanish,British,UK
2,No,Varied,2015,9,9,4,1,last positions,top-ten,top-fifteen,Spanish,British,UK
2,No,Varied,2016,10,9,4,1,top-ten,top-fifteen,top-three,Spanish,British,UK
1,No,Dry,2017,10,9,4,1,last positions,DNF,last positions,Spanish,British,UK
1,No,Dry,2018,10,9,4,1,top-fifteen,top-ten,top-ten,Spanish,British,UK
0,No,Dry,2007,9,9,1,1,pole,podium,top-five,British,British,UK
0,No,Wet,2008,9,9,1,1,top-five,winner,top-three,British,British,UK
0,No,Dry,2009,8,9,1,1,last positions,last positions,last positions,British,British,UK
1,No,Dry,2010,10,9,1,1,top-five,podium,top-ten,British,British,UK
0,No,Varied,2011,9,9,1,1,top-ten,top-five,top-five,British,British,UK
0,No,Dry,2012,9,9,1,1,top-ten,top-ten,top-fifteen,British,British,UK
0,No,Wet,2008,9,9,5,1,pole,top-five,top-five,Finnish,British,UK
0,No,Dry,2009,8,9,5,1,top-fifteen,DNF,top-fifteen,Finnish,British,UK
1,No,Dry,2010,10,9,18,1,top-fifteen,top-five,top-ten,British,British,UK
0,No,Varied,2011,9,9,18,1,top-five,DNF,top-ten,British,British,UK
0,No,Dry,2012,9,9,18,1,last positions,top-ten,top-fifteen,British,British,UK
2,No,Dry,2013,8,9,18,1,top-ten,top-fifteen,last positions,British,British,UK
1,Yes,Dry,2014,9,9,18,1,top-three,top-five,top-five,British,British,UK
2,No,Varied,2015,9,9,18,1,last positions,DNF,top-three,British,British,UK
2,No,Varied,2016,10,9,18,1,last positions,top-fifteen,last positions,British,British,UK
2,No,Dry,2013,8,9,815,1,top-fifteen,last positions,top-fifteen,Mexican,British,UK
1,Yes,Dry,2014,9,9,825,1,top-five,top-ten,top-ten,Danish,British,UK
1,No,Dry,2019,10,9,832,1,top-fifteen,top-ten,top-fifteen,Spanish,British,UK
2,No,Dry,2020,4,9,832,1,top-ten,top-fifteen,top-ten,Spanish,British,UK
0,No,Dry,2020,5,9,832,1,top-fifteen,top-fifteen,top-ten,Spanish,British,UK
1,No,Dry,2017,10,9,838,1,top-ten,top-fifteen,top-fifteen,Belgian,British,UK
1,No,Dry,2018,10,9,838,1,last positions,top-fifteen,top-fifteen,Belgian,British,UK
1,No,Dry,2019,10,9,846,1,top-ten,top-fifteen,top-ten,British,British,UK
2,No,Dry,2020,4,9,846,1,top-five,top-five,top-fifteen,British,British,UK
0,No,Dry,2020,5,9,846,1,top-ten,top-ten,top-fifteen,British,British,UK
0,No,Wet,2008,9,9,4,4,top-ten,top-ten,top-ten,Spanish,French,UK
0,No,Dry,2009,8,9,4,4,top-ten,top-fifteen,top-fifteen,Spanish,French,UK
0,No,Varied,2011,9,9,2,4,last positions,top-ten,top-fifteen,German,French,UK
0,No,Dry,2007,9,9,21,4,top-ten,top-ten,top-ten,Italian,French,UK
0,No,Dry,2007,9,9,5,4,top-ten,top-ten,top-ten,Finnish,French,UK
1,No,Dry,2010,10,9,9,4,top-ten,DNF,last positions,Polish,French,UK
0,No,Wet,2008,9,9,12,4,top-ten,DNF,top-ten,Brazilian,French,UK
0,No,Dry,2009,8,9,12,4,top-fifteen,top-fifteen,last positions,Brazilian,French,UK
