SC/VSC stints,red_flags,weather,year,round,circuitId,driverId,constructorId,grid,position,rank,driver_nationality,constructor_nationality,circuit_country
0,No,Dry,2007,1,1,8,6,pole,winner,fastest lap,Finnish,Italian,Australia
3,No,Dry,2008,1,1,8,6,top-fifteen,top-ten,top-five,Finnish,Italian,Australia
2,No,Dry,2009,1,1,8,6,top-ten,top-fifteen,top-ten,Finnish,Italian,Australia
1,No,Dry,2014,1,1,8,6,top-fifteen,top-ten,top-ten,Finnish,Italian,Australia
1,No,Dry,2015,1,1,8,6,top-five,DNF,top-three,Finnish,Italian,Australia
1,Yes,Dry,2016,1,1,8,6,top-five,DNF,top-five,Finnish,Italian,Australia
0,No,Dry,2017,1,1,8,6,top-five,top-five,fastest lap,Finnish,Italian,Australia
1,No,Dry,2018,1,1,8,6,top-three,podium,top-three,Finnish,Italian,Australia
1,No,Varied,2010,2,1,4,6,top-three,top-five,top-ten,Spanish,Italian,Australia
0,No,Dry,2011,1,1,4,6,top-five,top-five,top-three,Spanish,Italian,Australia
1,No,Dry,2012,1,1,4,6,top-fifteen,top-five,top-ten,Spanish,Italian,Australia
0,No,Dry,2013,1,1,4,6,top-five,podium,top-three,Spanish,Italian,Australia
1,No,Dry,2014,1,1,4,6,top-five,top-five,top-ten,Spanish,Italian,Australia
0,No,Dry,2007,1,1,13,6,last positions,top-ten,top-ten,Brazilian,Italian,Australia
3,No,Dry,2008,1,1,13,6,top-five,DNF,top-ten,Brazilian,Italian,Australia
2,No,Dry,2009,1,1,13,6,top-ten,DNF,top-fifteen,Brazilian,Italian,Australia
1,No,Varied,2010,2,1,13,6,top-five,podium,top-ten,Brazilian,Italian,Australia
0,No,Dry,2011,1,1,13,6,top-ten,top-ten,fastest lap,Brazilian,Italian,Australia
1,No,Dry,2012,1,1,13,6,last positions,DNF,top-fifteen,Brazilian,Italian,Australia
0,No,Dry,2013,1,1,13,6,top-five,top-five,top-ten,Brazilian,Italian,Australia
1,No,Dry,2015,1,1,20,6,top-five,podium,top-five,German,Italian,Australia
1,Yes,Dry,2016,1,1,20,6,top-three,podium,top-three,German,Italian,Australia
0,No,Dry,2017,1,1,20,6,top-three,winner,top-three,German,Italian,Australia
1,No,Dry,2018,1,1,20,6,top-three,winner,top-five,German,Italian,Australia
0,No,Dry,2019,1,1,20,6,top-three,top-five,top-ten,German,Italian,Australia
0,No,Dry,2019,1,1,844,6,top-five,top-five,top-five,Monegasque,Italian,Australia
1,No,Dry,2012,1,1,8,4,last positions,top-ten,top-fifteen,Finnish,British,Australia
0,No,Dry,2013,1,1,8,4,top-ten,winner,fastest lap,Finnish,British,Australia
1,No,Dry,2012,1,1,154,4,top-three,DNF,top-three,French,British,Australia
0,No,Dry,2013,1,1,154,4,top-ten,top-ten,top-ten,French,British,Australia
1,No,Dry,2014,1,1,154,4,last positions,DNF,top-fifteen,French,British,Australia
1,No,Dry,2015,1,1,154,4,top-ten,DNF,top-three,French,British,Australia
1,No,Dry,2014,1,1,813,4,last positions,DNF,top-fifteen,Venezuelan,British,Australia
1,No,Dry,2015,1,1,813,4,top-ten,DNF,top-three,Venezuelan,British,Australia
0,No,Dry,2019,1,1,8,2,top-ten,top-ten,top-fifteen,Finnish,Swiss,Australia
0,No,Dry,2019,1,1,841,2,top-fifteen,top-fifteen,top-fifteen,Italian,Swiss,Australia
0,No,Dry,2007,1,1,4,1,top-three,podium,top-three,Spanish,British,Australia
1,Yes,Dry,2016,1,1,4,1,top-fifteen,DNF,top-fifteen,Spanish,British,Australia
0,No,Dry,2017,1,1,4,1,top-fifteen,DNF,last positions,Spanish,British,Australia
1,No,Dry,2018,1,1,4,1,top-ten,top-five,top-ten,Spanish,British,Australia
0,No,Dry,2007,1,1,1,1,top-five,podium,top-three,British,British,Australia
3,No,Dry,2008,1,1,1,1,pole,winner,top-three,British,British,Australia
2,No,Dry,2009,1,1,1,1,last positions,DNF,top-fifteen,British,British,Australia
1,No,Varied,2010,2,1,1,1,top-fifteen,top-ten,top-three,British,British,Australia
0,No,Dry,2011,1,1,1,1,top-three,podium,top-ten,British,British,Australia
1,No,Dry,2012,1,1,1,1,pole,podium,top-five,British,British,Australia
3,No,Dry,2008,1,1,5,1,top-three,top-five,fastest lap,Finnish,British,Australia
2,No,Dry,2009,1,1,5,1,top-fifteen,DNF,no laptime set,Finnish,British,Australia
1,No,Varied,2010,2,1,18,1,top-five,winner,top-ten,British,British,Australia
0,No,Dry,2011,1,1,18,1,top-five,top-ten,top-five,British,British,Australia
1,No,Dry,2012,1,1,18,1,top-three,winner,fastest lap,British,British,Australia
0,No,Dry,2013,1,1,18,1,top-ten,top-ten,top-ten,British,British,Australia
1,No,Dry,2014,1,1,18,1,top-ten,podium,top-five,British,British,Australia
1,No,Dry,2015,1,1,18,1,last positions,top-fifteen,top-fifteen,British,British,Australia
1,Yes,Dry,2016,1,1,18,1,top-fifteen,top-fifteen,top-ten,British,British,Australia
0,No,Dry,2013,1,1,815,1,top-fifteen,top-fifteen,top-ten,Mexican,British,Australia
1,No,Dry,2014,1,1,825,1,top-five,podium,top-ten,Danish,British,Australia
1,No,Dry,2015,1,1,825,1,last positions,DNF,top-three,Danish,British,Australia
0,No,Dry,2019,1,1,832,1,last positions,DNF,last positions,Spanish,British,Australia
0,No,Dry,2017,1,1,838,1,last positions,top-fifteen,top-fifteen,Belgian,British,Australia
1,No,Dry,2018,1,1,838,1,top-fifteen,top-ten,top-ten,Belgian,British,Australia
0,No,Dry,2019,1,1,846,1,top-ten,top-fifteen,last positions,British,British,Australia
3,No,Dry,2008,1,1,4,4,top-fifteen,top-five,top-ten,Spanish,French,Australia
2,No,Dry,2009,1,1,4,4,top-ten,top-five,top-ten,Spanish,French,Australia
0,No,Dry,2011,1,1,2,4,last positions,top-fifteen,top-fifteen,German,French,Australia
0,No,Dry,2007,1,1,21,4,top-ten,top-five,top-ten,Italian,French,Australia
0,No,Dry,2007,1,1,5,4,top-fifteen,top-ten,top-ten,Finnish,French,Australia
1,No,Varied,2010,2,1,9,4,top-ten,podium,top-ten,Polish,French,Australia
3,No,Dry,2008,1,1,12,4,last positions,DNF,last positions,Brazilian,French,Australia
2,No,Dry,2009,1,1,12,4,top-fifteen,DNF,last positions,Brazilian,French,Australia
0,No,Dry,2017,1,1,807,4,top-fifteen,top-fifteen,top-fifteen,German,French,Australia
1,No,Dry,2018,1,1,807,4,top-ten,top-ten,top-ten,German,French,Australia
0,No,Dry,2019,1,1,807,4,top-fifteen,top-ten,top-fifteen,German,French,Australia
1,No,Varied,2010,2,1,808,4,last positions,DNF,last positions,Russian,French,Australia
0,No,Dry,2011,1,1,808,4,top-ten,podium,top-ten,Russian,French,Australia
0,No,Dry,2019,1,1,817,4,top-fifteen,DNF,last positions,Australian,French,Australia
1,Yes,Dry,2016,1,1,825,4,top-fifteen,top-fifteen,top-ten,Danish,French,Australia
1,No,Dry,2018,1,1,832,4,top-ten,top-ten,top-fifteen,Spanish,French,Australia
1,Yes,Dry,2016,1,1,835,4,top-fifteen,top-fifteen,last positions,British,French,Australia
0,No,Dry,2017,1,1,835,4,last positions,DNF,last positions,British,French,Australia
0,No,Dry,2013,1,1,1,11,top-three,top-five,top-five,British,German,Australia
1,No,Dry,2014,1,1,1,11,pole,DNF,last positions,British,German,Australia
1,No,Dry,2015,1,1,1,11,pole,winner,fastest lap,British,German,Australia
1,Yes,Dry,2016,1,1,1,11,pole,podium,top-five,British,German,Australia
0,No,Dry,2017,1,1,1,11,pole,podium,top-ten,British,German,Australia
1,No,Dry,2018,1,1,1,11,pole,podium,top-three,British,German,Australia
0,No,Dry,2019,1,1,1,11,pole,podium,top-three,British,German,Australia
1,No,Varied,2010,2,1,3,11,top-ten,top-five,top-three,German,German,Australia
0,No,Dry,2011,1,1,3,11,top-ten,DNF,last positions,German,German,Australia
1,No,Dry,2012,1,1,3,11,top-ten,top-fifteen,top-fifteen,German,German,Australia
0,No,Dry,2013,1,1,3,11,top-ten,DNF,last positions,German,German,Australia
1,No,Dry,2014,1,1,3,11,top-three,winner,fastest lap,German,German,Australia
1,No,Dry,2015,1,1,3,11,top-three,podium,top-three,German,German,Australia
1,Yes,Dry,2016,1,1,3,11,top-three,winner,top-three,German,German,Australia
1,No,Varied,2010,2,1,30,11,top-ten,top-ten,top-five,German,German,Australia
0,No,Dry,2011,1,1,30,11,top-fifteen,DNF,last positions,German,German,Australia
1,No,Dry,2012,1,1,30,11,top-five,DNF,last positions,German,German,Australia
0,No,Dry,2017,1,1,822,11,top-three,podium,top-three,Finnish,German,Australia
1,No,Dry,2018,1,1,822,11,top-fifteen,top-ten,top-ten,Finnish,German,Australia
0,No,Dry,2019,1,1,822,11,top-three,winner,fastest lap,Finnish,German,Australia
0,No,Dry,2007,1,1,2,2,top-three,top-five,top-ten,German,German,Australia
3,No,Dry,2008,1,1,2,2,top-five,podium,top-three,German,German,Australia
2,No,Dry,2009,1,1,2,2,top-ten,top-ten,top-five,German,German,Australia
0,No,Dry,2007,1,1,9,2,top-five,DNF,top-five,Polish,German,Australia
3,No,Dry,2008,1,1,9,2,top-three,DNF,top-ten,Polish,German,Australia
2,No,Dry,2009,1,1,9,2,top-five,top-fifteen,top-three,Polish,German,Australia
1,No,Dry,2014,1,1,16,2,top-fifteen,top-fifteen,top-ten,German,Swiss,Australia
1,No,Varied,2010,2,1,155,2,last positions,DNF,no laptime set,Japanese,Swiss,Australia
0,No,Dry,2011,1,1,155,2,top-ten,DNF,top-ten,Japanese,Swiss,Australia
1,No,Dry,2012,1,1,155,2,top-fifteen,top-ten,top-ten,Japanese,Swiss,Australia
0,No,Dry,2013,1,1,807,2,top-fifteen,DNF,top-three,German,Swiss,Australia
1,No,Varied,2010,2,1,37,2,top-fifteen,top-fifteen,top-fifteen,Spanish,Swiss,Australia
0,No,Dry,2011,1,1,815,2,top-fifteen,DNF,top-ten,Mexican,Swiss,Australia
1,No,Dry,2012,1,1,815,2,last positions,top-ten,top-fifteen,Mexican,Swiss,Australia
0,No,Dry,2013,1,1,821,2,last positions,top-fifteen,last positions,Mexican,Swiss,Australia
1,No,Dry,2014,1,1,821,2,last positions,top-fifteen,top-fifteen,Mexican,Swiss,Australia
1,No,Dry,2015,1,1,828,2,top-fifteen,top-ten,top-five,Swedish,Swiss,Australia
1,Yes,Dry,2016,1,1,828,2,top-fifteen,DNF,last positions,Swedish,Swiss,Australia
0,No,Dry,2017,1,1,828,2,top-fifteen,DNF,last positions,Swedish,Swiss,Australia
1,No,Dry,2018,1,1,828,2,last positions,DNF,last positions,Swedish,Swiss,Australia
1,No,Dry,2015,1,1,831,2,top-ten,top-five,top-ten,Brazilian,Swiss,Australia
1,Yes,Dry,2016,1,1,831,2,last positions,top-fifteen,top-fifteen,Brazilian,Swiss,Australia
0,No,Dry,2017,1,1,841,2,last positions,top-fifteen,top-fifteen,Italian,Swiss,Australia
1,No,Dry,2018,1,1,844,2,last positions,top-fifteen,top-fifteen,Monegasque,Swiss,Australia
3,No,Dry,2008,1,1,21,12,last positions,DNF,no laptime set,Italian,Indian,Australia
2,No,Dry,2009,1,1,21,12,top-fifteen,top-fifteen,top-fifteen,Italian,Indian,Australia
1,No,Varied,2010,2,1,24,12,top-fifteen,top-ten,top-ten,Italian,Indian,Australia
3,No,Dry,2008,1,1,16,12,last positions,DNF,last positions,German,Indian,Australia
2,No,Dry,2009,1,1,16,12,last positions,top-ten,top-fifteen,German,Indian,Australia
1,No,Varied,2010,2,1,16,12,top-ten,DNF,last positions,German,Indian,Australia
0,No,Dry,2011,1,1,16,12,last positions,top-ten,top-fifteen,German,Indian,Australia
0,No,Dry,2013,1,1,16,12,top-fifteen,top-ten,top-fifteen,German,Indian,Australia
1,No,Dry,2012,1,1,807,12,top-ten,DNF,top-three,German,Indian,Australia
1,No,Dry,2014,1,1,807,12,top-ten,top-ten,top-three,German,Indian,Australia
1,No,Dry,2015,1,1,807,12,top-fifteen,top-ten,top-ten,German,Indian,Australia
1,Yes,Dry,2016,1,1,807,12,top-ten,top-ten,last positions,German,Indian,Australia
0,No,Dry,2011,1,1,814,12,top-fifteen,top-ten,top-fifteen,British,Indian,Australia
1,No,Dry,2012,1,1,814,12,top-fifteen,top-ten,top-ten,British,Indian,Australia
0,No,Dry,2013,1,1,814,12,top-ten,top-ten,top-fifteen,British,Indian,Australia
1,No,Dry,2014,1,1,815,12,last positions,top-ten,top-five,Mexican,Indian,Australia
1,No,Dry,2015,1,1,815,12,top-fifteen,top-ten,top-ten,Mexican,Indian,Australia
1,Yes,Dry,2016,1,1,815,12,top-ten,top-fifteen,top-fifteen,Mexican,Indian,Australia
0,No,Dry,2017,1,1,815,12,top-ten,top-ten,top-ten,Mexican,Indian,Australia
1,No,Dry,2018,1,1,815,12,top-fifteen,top-fifteen,top-fifteen,Mexican,Indian,Australia
0,No,Dry,2017,1,1,839,12,top-fifteen,top-ten,top-fifteen,French,Indian,Australia
1,No,Dry,2018,1,1,839,12,top-fifteen,top-fifteen,top-ten,French,Indian,Australia
1,No,Dry,2014,1,1,13,3,top-ten,DNF,last positions,Brazilian,British,Australia
1,No,Dry,2015,1,1,13,3,top-three,top-five,top-ten,Brazilian,British,Australia
1,Yes,Dry,2016,1,1,13,3,top-ten,top-five,top-ten,Brazilian,British,Australia
0,No,Dry,2017,1,1,13,3,top-ten,top-ten,top-ten,Brazilian,British,Australia
0,No,Dry,2007,1,1,3,3,top-fifteen,top-ten,top-five,German,British,Australia
3,No,Dry,2008,1,1,3,3,top-ten,podium,top-five,German,British,Australia
2,No,Dry,2009,1,1,3,3,top-five,top-ten,fastest lap,German,British,Australia
1,No,Varied,2010,2,1,22,3,top-ten,top-ten,top-five,Brazilian,British,Australia
0,No,Dry,2011,1,1,22,3,last positions,DNF,top-fifteen,Brazilian,British,Australia
0,No,Dry,2007,1,1,25,3,top-fifteen,DNF,last positions,Austrian,British,Australia
0,No,Dry,2019,1,1,9,3,last positions,last positions,last positions,Polish,British,Australia
3,No,Dry,2008,1,1,6,3,top-fifteen,top-ten,top-fifteen,Japanese,British,Australia
2,No,Dry,2009,1,1,6,3,top-fifteen,DNF,last positions,Japanese,British,Australia
1,No,Varied,2010,2,1,807,3,top-fifteen,DNF,no laptime set,German,British,Australia
1,No,Dry,2012,1,1,811,3,top-fifteen,last positions,top-fifteen,Brazilian,British,Australia
0,No,Dry,2011,1,1,813,3,top-fifteen,DNF,last positions,Venezuelan,British,Australia
1,No,Dry,2012,1,1,813,3,top-ten,top-fifteen,top-five,Venezuelan,British,Australia
0,No,Dry,2013,1,1,813,3,last positions,DNF,last positions,Venezuelan,British,Australia
0,No,Dry,2013,1,1,822,3,last positions,top-fifteen,top-fifteen,Finnish,British,Australia
1,No,Dry,2014,1,1,822,3,top-fifteen,top-five,top-three,Finnish,British,Australia
1,No,Dry,2015,1,1,822,3,pitlane-start,DNF,top-three,Finnish,British,Australia
1,Yes,Dry,2016,1,1,822,3,last positions,top-ten,top-fifteen,Finnish,British,Australia
0,No,Dry,2017,1,1,840,3,last positions,DNF,top-fifteen,Canadian,British,Australia
1,No,Dry,2018,1,1,840,3,top-fifteen,top-fifteen,top-fifteen,Canadian,British,Australia
1,No,Dry,2018,1,1,845,3,last positions,DNF,last positions,Russian,British,Australia
0,No,Dry,2019,1,1,847,3,last positions,last positions,last positions,British,British,Australia
0,No,Dry,2007,1,1,23,7,top-ten,top-ten,top-fifteen,German,Japanese,Australia
0,No,Dry,2007,1,1,15,7,top-ten,top-ten,top-fifteen,Italian,Japanese,Australia
3,No,Dry,2008,1,1,15,7,top-ten,DNF,top-ten,Italian,Japanese,Australia
2,No,Dry,2009,1,1,15,7,last positions,podium,top-ten,Italian,Japanese,Australia
3,No,Dry,2008,1,1,10,7,last positions,DNF,top-fifteen,German,Japanese,Australia
2,No,Dry,2009,1,1,10,7,last positions,top-five,top-ten,German,Japanese,Australia
1,No,Varied,2010,2,1,15,205,last positions,DNF,no laptime set,Italian,Malaysian,Australia
0,No,Dry,2011,1,1,15,205,last positions,top-fifteen,last positions,Italian,Malaysian,Australia
1,No,Varied,2010,2,1,5,205,last positions,top-fifteen,top-fifteen,Finnish,Malaysian,Australia
0,No,Dry,2011,1,1,5,205,last positions,DNF,last positions,Finnish,Malaysian,Australia
1,No,Dry,2012,1,1,5,205,last positions,DNF,last positions,Finnish,Malaysian,Australia
1,No,Dry,2014,1,1,155,205,top-fifteen,DNF,top-three,Japanese,Malaysian,Australia
1,No,Dry,2012,1,1,808,205,last positions,DNF,last positions,Russian,Malaysian,Australia
0,No,Dry,2013,1,1,819,205,last positions,last positions,last positions,French,Malaysian,Australia
0,No,Dry,2013,1,1,823,205,last positions,last positions,last positions,Dutch,Malaysian,Australia
1,No,Dry,2014,1,1,828,205,last positions,DNF,last positions,Swedish,Malaysian,Australia
0,No,Dry,2007,1,1,22,11,last positions,top-fifteen,top-fifteen,Brazilian,Japanese,Australia
3,No,Dry,2008,1,1,22,11,top-ten,DNF,top-ten,Brazilian,Japanese,Australia
0,No,Dry,2007,1,1,18,11,top-fifteen,top-fifteen,last positions,British,Japanese,Australia
3,No,Dry,2008,1,1,18,11,top-fifteen,DNF,no laptime set,British,Japanese,Australia
2,No,Dry,2009,1,1,22,11,top-three,podium,top-fifteen,Brazilian,British,Australia
2,No,Dry,2009,1,1,18,11,pole,winner,top-three,British,British,Australia
0,No,Dry,2007,1,1,11,8,top-ten,top-fifteen,last positions,Japanese,Japanese,Australia
3,No,Dry,2008,1,1,11,8,last positions,DNF,top-fifteen,Japanese,Japanese,Australia
0,No,Dry,2007,1,1,19,8,top-fifteen,last positions,last positions,British,Japanese,Australia
3,No,Dry,2008,1,1,19,8,last positions,DNF,no laptime set,British,Japanese,Australia
0,No,Dry,2007,1,1,17,9,top-ten,top-fifteen,top-ten,Australian,Austrian,Australia
3,No,Dry,2008,1,1,17,9,top-fifteen,DNF,no laptime set,Australian,Austrian,Australia
2,No,Dry,2009,1,1,17,9,top-ten,top-fifteen,top-ten,Australian,Austrian,Australia
1,No,Varied,2010,2,1,17,9,top-three,top-ten,fastest lap,Australian,Austrian,Australia
0,No,Dry,2011,1,1,17,9,top-three,top-five,top-three,Australian,Austrian,Australia
1,No,Dry,2012,1,1,17,9,top-five,top-five,top-three,Australian,Austrian,Australia
0,No,Dry,2013,1,1,17,9,top-three,top-ten,top-five,Australian,Austrian,Australia
0,No,Dry,2007,1,1,14,9,last positions,DNF,top-fifteen,British,Austrian,Australia
3,No,Dry,2008,1,1,14,9,top-ten,DNF,top-fifteen,British,Austrian,Australia
2,No,Dry,2009,1,1,20,9,top-three,top-fifteen,top-five,German,Austrian,Australia
1,No,Varied,2010,2,1,20,9,pole,DNF,top-fifteen,German,Austrian,Australia
0,No,Dry,2011,1,1,20,9,pole,winner,top-five,German,Austrian,Australia
1,No,Dry,2012,1,1,20,9,top-ten,podium,top-three,German,Austrian,Australia
0,No,Dry,2013,1,1,20,9,pole,podium,top-ten,German,Austrian,Australia
1,No,Dry,2014,1,1,20,9,top-fifteen,DNF,last positions,German,Austrian,Australia
1,No,Dry,2014,1,1,817,9,top-three,DNF,top-three,Australian,Austrian,Australia
1,No,Dry,2015,1,1,817,9,top-ten,top-ten,top-ten,Australian,Austrian,Australia
1,Yes,Dry,2016,1,1,817,9,top-ten,top-five,fastest lap,Australian,Austrian,Australia
0,No,Dry,2017,1,1,817,9,pitlane-start,DNF,last positions,Australian,Austrian,Australia
1,No,Dry,2018,1,1,817,9,top-ten,top-five,fastest lap,Australian,Austrian,Australia
1,No,Dry,2015,1,1,826,9,top-fifteen,DNF,top-three,Russian,Austrian,Australia
1,Yes,Dry,2016,1,1,826,9,last positions,DNF,top-three,Russian,Austrian,Australia
0,No,Dry,2017,1,1,830,9,top-five,top-five,top-five,Dutch,Austrian,Australia
1,No,Dry,2018,1,1,830,9,top-five,top-ten,top-five,Dutch,Austrian,Australia
0,No,Dry,2019,1,1,830,9,top-five,podium,top-three,Dutch,Austrian,Australia
0,No,Dry,2019,1,1,842,9,last positions,top-fifteen,top-five,French,Austrian,Australia
0,No,Dry,2007,1,1,24,5,last positions,top-fifteen,top-fifteen,Italian,Italian,Australia
0,No,Dry,2007,1,1,26,5,last positions,DNF,last positions,American,Italian,Australia
3,No,Dry,2008,1,1,20,5,top-ten,DNF,no laptime set,German,Italian,Australia
3,No,Dry,2008,1,1,7,5,last positions,top-ten,top-fifteen,French,Italian,Australia
2,No,Dry,2009,1,1,7,5,last positions,top-ten,last positions,French,Italian,Australia
2,No,Dry,2009,1,1,67,5,top-fifteen,top-ten,last positions,Swiss,Italian,Australia
1,No,Varied,2010,2,1,67,5,top-fifteen,DNF,no laptime set,Swiss,Italian,Australia
0,No,Dry,2011,1,1,67,5,top-ten,top-ten,top-fifteen,Swiss,Italian,Australia
1,No,Varied,2010,2,1,153,5,last positions,top-fifteen,top-fifteen,Spanish,Italian,Australia
0,No,Dry,2011,1,1,153,5,top-fifteen,top-fifteen,top-ten,Spanish,Italian,Australia
1,No,Dry,2012,1,1,817,5,top-ten,top-ten,top-ten,Australian,Italian,Australia
0,No,Dry,2013,1,1,817,5,top-fifteen,DNF,top-fifteen,Australian,Italian,Australia
1,No,Dry,2012,1,1,818,5,top-fifteen,top-fifteen,top-ten,French,Italian,Australia
0,No,Dry,2013,1,1,818,5,top-fifteen,top-fifteen,top-three,French,Italian,Australia
1,No,Dry,2014,1,1,818,5,top-ten,top-ten,top-ten,French,Italian,Australia
1,No,Dry,2014,1,1,826,5,top-ten,top-ten,top-fifteen,Russian,Italian,Australia
0,No,Dry,2017,1,1,826,5,top-ten,top-ten,top-five,Russian,Italian,Australia
0,No,Dry,2019,1,1,826,5,top-fifteen,top-ten,top-ten,Russian,Italian,Australia
1,No,Dry,2015,1,1,832,5,top-ten,top-ten,top-fifteen,Spanish,Italian,Australia
1,Yes,Dry,2016,1,1,832,5,top-ten,top-ten,top-ten,Spanish,Italian,Australia
0,No,Dry,2017,1,1,832,5,top-ten,top-ten,top-ten,Spanish,Italian,Australia
1,No,Dry,2015,1,1,830,5,top-fifteen,DNF,top-fifteen,Dutch,Italian,Australia
1,Yes,Dry,2016,1,1,830,5,top-five,top-ten,top-ten,Dutch,Italian,Australia
1,No,Dry,2018,1,1,842,5,last positions,DNF,last positions,French,Italian,Australia
1,No,Dry,2018,1,1,843,5,last positions,top-fifteen,top-fifteen,New Zealander,Italian,Australia
0,No,Dry,2019,1,1,848,5,top-fifteen,top-fifteen,top-ten,Thai,Italian,Australia
0,No,Dry,2011,1,1,24,164,pitlane-start,DNF,top-three,Italian,Spanish,Australia
1,No,Dry,2012,1,1,37,164,pitlane-start,DNF,top-three,Spanish,Spanish,Australia
1,No,Varied,2010,2,1,811,164,last positions,DNF,last positions,Brazilian,Spanish,Australia
1,No,Varied,2010,2,1,812,164,last positions,top-fifteen,last positions,Indian,Spanish,Australia
0,No,Dry,2011,1,1,39,164,pitlane-start,DNF,top-three,Indian,Spanish,Australia
1,No,Dry,2012,1,1,39,164,pitlane-start,DNF,top-three,Indian,Spanish,Australia
0,No,Dry,2007,1,1,16,12,last positions,last positions,last positions,German,Dutch,Australia
0,No,Dry,2007,1,1,27,12,last positions,DNF,last positions,Dutch,Dutch,Australia
1,No,Varied,2010,2,1,10,166,last positions,DNF,top-fifteen,German,British,Australia
0,No,Dry,2011,1,1,10,166,last positions,DNF,last positions,German,British,Australia
1,No,Varied,2010,2,1,810,166,last positions,DNF,last positions,Brazilian,British,Australia
0,No,Dry,2011,1,1,816,166,last positions,top-fifteen,last positions,Belgian,British,Australia
1,No,Dry,2012,1,1,10,166,last positions,top-fifteen,last positions,German,Russian,Australia
1,No,Dry,2012,1,1,819,166,last positions,top-fifteen,last positions,French,Russian,Australia
0,No,Dry,2013,1,1,824,166,last positions,top-fifteen,top-fifteen,French,Russian,Australia
1,No,Dry,2014,1,1,824,166,last positions,DNF,last positions,French,Russian,Australia
0,No,Dry,2013,1,1,820,166,last positions,last positions,last positions,British,Russian,Australia
1,No,Dry,2014,1,1,820,166,last positions,top-fifteen,top-fifteen,British,Russian,Australia
1,Yes,Dry,2016,1,1,154,210,last positions,top-ten,last positions,French,American,Australia
0,No,Dry,2017,1,1,154,210,top-ten,DNF,last positions,French,American,Australia
1,No,Dry,2018,1,1,154,210,top-ten,DNF,last positions,French,American,Australia
0,No,Dry,2019,1,1,154,210,top-ten,DNF,top-fifteen,French,American,Australia
1,Yes,Dry,2016,1,1,821,210,last positions,DNF,last positions,Mexican,American,Australia
0,No,Dry,2017,1,1,825,210,last positions,DNF,top-ten,Danish,American,Australia
1,No,Dry,2018,1,1,825,210,top-five,DNF,last positions,Danish,American,Australia
0,No,Dry,2019,1,1,825,210,top-ten,top-ten,top-ten,Danish,American,Australia
0,No,Dry,2019,1,1,815,12,top-ten,top-fifteen,top-fifteen,Mexican,British,Australia
0,No,Dry,2019,1,1,840,12,last positions,top-ten,top-ten,Canadian,British,Australia
1,Yes,Dry,2016,1,1,836,166,last positions,last positions,top-fifteen,German,British,Australia
1,Yes,Dry,2016,1,1,837,166,last positions,DNF,last positions,Indonesian,British,Australia
0,No,Dry,2007,2,2,8,6,top-three,podium,top-five,Finnish,Italian,Malaysia
0,No,Dry,2008,2,2,8,6,top-three,winner,top-three,Finnish,Italian,Malaysia
0,Yes,Varied,2009,2,2,8,6,top-ten,top-fifteen,top-ten,Finnish,Italian,Malaysia
0,No,Dry,2014,2,2,8,6,top-ten,top-fifteen,top-ten,Finnish,Italian,Malaysia
0,No,Dry,2015,2,2,8,6,top-fifteen,top-five,top-ten,Finnish,Italian,Malaysia
3,No,Dry,2016,16,2,8,6,top-ten,top-five,top-five,Finnish,Italian,Malaysia
0,No,Dry,2017,15,2,8,6,pitlane-start,DNF,top-three,Finnish,Italian,Malaysia
0,No,Dry,2010,3,2,4,6,last positions,top-fifteen,top-three,Spanish,Italian,Malaysia
0,No,Dry,2011,2,2,4,6,top-five,top-ten,top-three,Spanish,Italian,Malaysia
1,Yes,Varied,2012,2,2,4,6,top-ten,winner,top-ten,Spanish,Italian,Malaysia
0,No,Varied,2013,2,2,4,6,top-three,DNF,top-three,Spanish,Italian,Malaysia
0,No,Dry,2014,2,2,4,6,top-five,top-five,top-three,Spanish,Italian,Malaysia
0,No,Dry,2007,2,2,13,6,pole,top-five,top-three,Brazilian,Italian,Malaysia
0,No,Dry,2008,2,2,13,6,pole,DNF,top-five,Brazilian,Italian,Malaysia
0,Yes,Varied,2009,2,2,13,6,last positions,top-ten,top-fifteen,Brazilian,Italian,Malaysia
0,No,Dry,2010,3,2,13,6,last positions,top-ten,top-five,Brazilian,Italian,Malaysia
0,No,Dry,2011,2,2,13,6,top-ten,top-five,top-ten,Brazilian,Italian,Malaysia
1,Yes,Varied,2012,2,2,13,6,top-fifteen,top-fifteen,top-fifteen,Brazilian,Italian,Malaysia
0,No,Varied,2013,2,2,13,6,top-three,top-five,top-three,Brazilian,Italian,Malaysia
0,No,Dry,2015,2,2,20,6,top-three,winner,top-three,German,Italian,Malaysia
3,No,Dry,2016,16,2,20,6,top-five,DNF,top-three,German,Italian,Malaysia
0,No,Dry,2017,15,2,20,6,last positions,top-five,fastest lap,German,Italian,Malaysia
1,Yes,Varied,2012,2,2,8,4,top-ten,top-five,fastest lap,Finnish,British,Malaysia
0,No,Varied,2013,2,2,8,4,top-ten,top-ten,top-fifteen,Finnish,British,Malaysia
1,Yes,Varied,2012,2,2,154,4,top-ten,DNF,last positions,French,British,Malaysia
0,No,Varied,2013,2,2,154,4,top-fifteen,top-ten,top-fifteen,French,British,Malaysia
0,No,Dry,2014,2,2,154,4,top-fifteen,top-fifteen,top-fifteen,French,British,Malaysia
